,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_l1_ratio,param_loss,params,split0_test_precision,split1_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,mean_train_recall,std_train_recall,split0_test_f1,split1_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,mean_train_f1,std_train_f1
0,0.9160523414611816,0.05300331115722656,0.17751014232635498,0.023501276969909668,0.001,0.4,squared_hinge,"{'alpha': 0.001, 'l1_ratio': 0.4, 'loss': 'squared_hinge'}",0.29680277349768874,0.3181615350290049,0.3074818872788277,0.010679380762320775,26,0.31813828768435165,0.3228346456692913,0.32048646667682146,0.002348178992469835,0.38333333333333336,0.35481463050510076,0.3690743384030024,0.014259351409660252,6,0.41328688728539437,0.35696517412935325,0.38512603070737383,0.02816085657802056,0.3345636126791142,0.3354899423597224,0.3350267659402973,0.0004631648401593532,20,0.3595238095238095,0.3390431187241583,0.3492834641239839,0.010240345399825601
1,0.8645493984222412,0.0015001296997070312,0.1575089693069458,0.007500290870666504,0.001,0.6,squared_hinge,"{'alpha': 0.001, 'l1_ratio': 0.6, 'loss': 'squared_hinge'}",0.5611692529772645,0.5623943185661143,0.5617817704583695,0.0006125327942334973,21,0.5862068965517241,0.5599593495934959,0.57308312307261,0.013123773479114087,0.38681592039800994,0.41378452351331174,0.4002998848481219,0.013484301553437057,1,0.40184125404329435,0.41119402985074627,0.40651764194702034,0.004676387903725959,0.4579590634663525,0.4767775229357798,0.4673680579703228,0.009409229731773258,1,0.47682314732801884,0.4741824440619621,0.47550279569499043,0.001320351633028377
2,1.245571255683899,0.1055060625076294,0.29701709747314453,0.0630037784576416,0.001,0.9,squared_hinge,"{'alpha': 0.001, 'l1_ratio': 0.9, 'loss': 'squared_hinge'}",0.5606169296987088,0.5716814159292035,0.5661490345078782,0.005532243113518533,20,0.5919768702565956,0.5725406935598019,0.5822587819081988,0.00971808834839688,0.3888059701492537,0.40184125404329435,0.3953234491552253,0.006517641944983551,2,0.40756407066434436,0.40248756218905474,0.40502581642669955,0.0025382542376448103,0.45916568742655695,0.4719462302746931,0.46555579909383943,0.006390271422071129,2,0.4827586206896552,0.4726847794332457,0.4777217000614504,0.0050369206282047385
3,1.0860623121261597,0.064003586769104,0.1660093069076538,0.009000420570373535,0.01,0.4,squared_hinge,"{'alpha': 0.01, 'l1_ratio': 0.4, 'loss': 'squared_hinge'}",0.5887550200803213,0.5944111776447106,0.5915830281605464,0.0028280787813108796,14,0.6047068209014759,0.5896,0.5971534104507379,0.00755341045073793,0.3646766169154229,0.37049017168449866,0.3675833216305262,0.002906777383629505,7,0.3772082607613834,0.36666666666666664,0.37193746371402503,0.005270797047358389,0.45038402457757293,0.45646842427958306,0.4534261483735818,0.00304219985005438,6,0.46460312595770764,0.45214723926380374,0.4583751826107557,0.006227943346951953
4,0.8740500211715698,0.0020002126693725586,0.15800893306732178,0.0030001401901245117,0.01,0.6,squared_hinge,"{'alpha': 0.01, 'l1_ratio': 0.6, 'loss': 'squared_hinge'}",0.5969089390142022,0.6064063185607723,0.6016575100702429,0.0047486897718011095,12,0.6171971889210418,0.6142732049036778,0.6157351969123598,0.0014619920086820226,0.3554726368159204,0.3438666334909181,0.34966978022846085,0.005803001660687701,9,0.3714854441403334,0.3490049751243781,0.36024520963235573,0.011240234507977648,0.44558777673838473,0.4388694823753573,0.44222871353555054,0.0033591471804639943,8,0.46380863622242935,0.44511421319796957,0.45446142471019946,0.009347211512229892
5,0.8805503845214844,0.0035004615783691406,0.15700888633728027,0.0,0.03,0.4,squared_hinge,"{'alpha': 0.03, 'l1_ratio': 0.4, 'loss': 'squared_hinge'}",0.6086765994741455,0.6169537624660019,0.6128150775055363,0.004138581494634855,11,0.6229794670161642,0.617875056999544,0.6204272620078541,0.0025522050083101044,0.3455223880597015,0.33864145309778554,0.34208200659043053,0.0034404674798828245,11,0.35481463050510076,0.3370646766169154,0.3459396535610081,0.008874976944092672,0.44081244049508095,0.4372690763052209,0.4390408026922033,0.001771682094376382,9,0.45212428662016485,0.4361821986158056,0.4441532426179852,0.007971044002179628
6,0.8935508728027344,0.02650141716003418,0.15900921821594238,0.007000446319580078,0.03,0.6,squared_hinge,"{'alpha': 0.03, 'l1_ratio': 0.6, 'loss': 'squared_hinge'}",0.6153846153846154,0.6331360946745562,0.6242601331360947,0.008875739642196734,8,0.6293675364882795,0.6381611468116658,0.6337643416499726,0.0043968051616931625,0.3402985074626866,0.3194824583229659,0.3298907430934405,0.010408024566607834,17,0.35406817616322467,0.32114427860696515,0.33760622738509494,0.01646194877812976,0.43825084094185496,0.4246733917645113,0.4314622860712979,0.006788724586550353,12,0.45318471337579613,0.4272712229025318,0.440227968139164,0.012956745236632178
7,0.886550784111023,0.022501349449157715,0.1565086841583252,0.002500295639038086,0.1,0.4,squared_hinge,"{'alpha': 0.1, 'l1_ratio': 0.4, 'loss': 'squared_hinge'}",0.6080178173719376,0.6257009345794392,0.6168591549367233,0.008841558600987811,10,0.6223591549295775,0.6166194523135033,0.6194893036215404,0.0028698513080370747,0.33955223880597013,0.3331674545906942,0.33635992650813484,0.0031923921066403477,14,0.3518288131375964,0.32487562189054725,0.33835221751407185,0.013476595623524573,0.43575418994413406,0.43481084591654484,0.43528252972213977,0.00047167201364721315,10,0.4495310761405182,0.42554578038449004,0.4375384282625041,0.011992647878014073
8,0.8875508308410645,0.009500503540039062,0.1585090160369873,0.0065004825592041016,0.1,0.6,squared_hinge,"{'alpha': 0.1, 'l1_ratio': 0.6, 'loss': 'squared_hinge'}",0.6096162329069255,0.6318654131618011,0.6207405449196102,0.011124590123961393,9,0.623029772329247,0.6386512330145949,0.6308405026719209,0.007810730342673988,0.34378109452736316,0.31774073152525506,0.33076123853084666,0.013020181496985245,15,0.35406817616322467,0.3156716417910448,0.33486990897713476,0.01919826718608994,0.4396373469063146,0.4228476821192053,0.43124272438356986,0.008394832390931266,13,0.4515310169760432,0.4225070750790745,0.4370190460275588,0.01451197094848436
9,0.9115521907806396,0.01850104331970215,0.16850972175598145,0.011500835418701172,0.3,0.4,squared_hinge,"{'alpha': 0.3, 'l1_ratio': 0.4, 'loss': 'squared_hinge'}",0.739404869251578,0.7339534883720931,0.7366792469540966,0.002725690438890689,3,0.7490808823529411,0.7244165170556554,0.7367486997042982,0.012332182648642886,0.20398009950248755,0.1963174919134113,0.2001488914905443,0.0038313037933408413,22,0.2027867628763374,0.2007462686567164,0.2017665157665269,0.001020247109810496,0.3197504386820043,0.3097762073027091,0.31476344767024894,0.004987115688089129,22,0.31916976698648913,0.3143747565251266,0.31677226175580786,0.002397505230681274
