,param_alpha,param_l1_ratio,param_loss,mean_test_precision,rank_test_precision,mean_train_precision,mean_test_recall,rank_test_recall,mean_train_recall,mean_test_f1,rank_test_f1,mean_train_f1
13,0.0001,0.8,squared_hinge,0.36389468360559274,24,0.3691049885786728,0.2924493096156238,25,0.3002239084463242,0.32390849314747755,20,0.33084785335121975
14,0.0003,0.2,squared_hinge,0.30957347581035116,30,0.320073926730121,0.28753576315462126,27,0.29916656300534894,0.2973283805766843,27,0.30830280651681413
15,0.0003,0.8,squared_hinge,0.3148422799526799,29,0.3173333542260512,0.28380395571588507,29,0.2889662893394701,0.29848069798490745,26,0.30247989801752384
16,0.001,0.2,squared_hinge,0.37336822808625597,15,0.38340425304807224,0.3835676079114318,11,0.3999875606418709,0.37809393327460866,11,0.39101101001470456
17,0.001,0.8,squared_hinge,0.5719035415226844,8,0.5789839885624339,0.39383007836795625,9,0.4009827092922005,0.46644490819538875,1,0.4738035122068157
18,0.003,0.2,squared_hinge,0.4723132075157001,12,0.4728611946547149,0.41740266202263965,7,0.4205746983455654,0.442858336331414,6,0.44495022304121634
19,0.003,0.8,squared_hinge,0.5875415287271574,7,0.594689436644572,0.37660156735912426,12,0.38219927851722846,0.45897468236602834,4,0.46532898637414893
20,0.01,0.2,squared_hinge,0.5282471352220669,10,0.5320474439670065,0.41702948127876605,8,0.42045030476427414,0.46609438606984877,2,0.469703903444042
21,0.01,0.8,squared_hinge,0.6010724279842541,6,0.6089330793215332,0.3587510884438363,13,0.36372683169548453,0.44932233559486956,5,0.45540495210983706
22,0.03,0.2,squared_hinge,0.5709793224962539,9,0.573407030538569,0.39146660032342334,10,0.3918397810672969,0.4643215234918247,3,0.46527071114502727
23,0.03,0.8,squared_hinge,0.6257908660622418,3,0.6288697406544963,0.328585644980719,15,0.33200646846622717,0.4306752865247259,8,0.4343441822461247
24,0.1,0.2,squared_hinge,0.6299252224395785,2,0.6285545632129779,0.3241696728448812,17,0.3267819380519965,0.4280551760535618,10,0.4300035742208118
25,0.1,0.8,squared_hinge,0.6251289131005128,4,0.6253784635424784,0.32609777335489487,16,0.3311979101878343,0.4281822570613838,9,0.4325730149537923
26,0.3,0.2,squared_hinge,0.802701537803282,1,0.8034703562720804,0.13789028486130117,34,0.1388232367209852,0.2353508918974885,28,0.236742117183947
27,0.3,0.8,squared_hinge,0.6115701832881736,5,0.6147197587154192,0.3414603806443587,14,0.3433884811543725,0.4380906950210513,7,0.44044539432199153
28,1,0.2,squared_hinge,0.5,11,0.5,0.0008085582783928351,36,0.0010573454409752456,0.0016145057128663688,36,0.002110228401191658
29,1,0.8,squared_hinge,0.37194818136522173,19,0.3671604938271605,0.0928598084338848,35,0.09248662769001119,0.14861636472227752,29,0.1477543720190779
30,3,0.2,squared_hinge,0.0,37,0.0,0.0,37,0.0,0.0,37,0.0
31,3,0.8,squared_hinge,0.0,37,0.0,0.0,37,0.0,0.0,37,0.0
32,10,0.2,squared_hinge,0.0,37,0.0,0.0,37,0.0,0.0,37,0.0
33,10,0.8,squared_hinge,0.0,37,0.0,0.0,37,0.0,0.0,37,0.0
34,30,0.2,squared_hinge,0.0,37,0.0,0.0,37,0.0,0.0,37,0.0
35,30,0.8,squared_hinge,0.0,37,0.0,0.0,37,0.0,0.0,37,0.0
36,100,0.2,squared_hinge,0.05024375,31,0.05024375,0.5,1,0.5,0.09131180499551333,30,0.09131180499551333
37,100,0.8,squared_hinge,0.05024375,31,0.05024375,0.5,1,0.5,0.09131180499551333,30,0.09131180499551333
38,300,0.2,squared_hinge,0.05024375,31,0.05024375,0.5,1,0.5,0.09131180499551333,30,0.09131180499551333
39,300,0.8,squared_hinge,0.05024375,31,0.05024375,0.5,1,0.5,0.09131180499551333,30,0.09131180499551333
40,1000,0.2,squared_hinge,0.05024375,31,0.05024375,0.5,1,0.5,0.09131180499551333,30,0.09131180499551333
41,1000,0.8,squared_hinge,0.05024375,31,0.05024375,0.5,1,0.5,0.09131180499551333,30,0.09131180499551333
